Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Novelty detection for practical pattern recognition in condition monitoring of multivariate processes: a case study","The International Journal of Advanced Manufacturing Technology","","25","9 - 10","10.1007/s00170-004-2174-8","F. ZorriassatineA. Al-HabaibehR.M. ParkinM.R. JacksonJ. Coy","2005","http://link.springer.com/article/10.1007/s00170-004-2174-8","Article"
"A generic cognitive framework for supervising the radio dynamic reconfiguration","annals of telecommunications - annales des télécommunications","","64","7 - 8","10.1007/s12243-009-0100-7","Nicolas ColsonApostolos KountourisArmelle WautierLionel Husson","2009","http://link.springer.com/article/10.1007/s12243-009-0100-7","Article"
"Detecting mistakes in engineering models: the effects of experimental design","Research in Engineering Design","","23","2","10.1007/s00163-011-0120-y","Troy B. SavoieDaniel D. Frey","2012","http://link.springer.com/article/10.1007/s00163-011-0120-y","Article"
"Exploiting Speech for Automatic TV Delinearization: From Streams to Cross-Media Semantic Navigation","EURASIP Journal on Image and Video Processing","","2011","1","10.1155/2011/689780","Guillaume GravierCamille GuinaudeauGwénolé LecorvéPascale Sébillot","2011","http://link.springer.com/article/10.1155/2011/689780","Article"
"Maximizing the Robustness of TDMA Networks with Applications to TTP/C","Real-Time Systems","","31","1 - 3","10.1007/s11241-005-2743-4","Bruno GaujalNicolas Navet","2005","http://link.springer.com/article/10.1007/s11241-005-2743-4","Article"
"Defect detection in aluminum foil by measurement-residual-based chi-square detector","The International Journal of Advanced Manufacturing Technology","","53","5 - 8","10.1007/s00170-010-2863-4","Ming ZhaiShan FuShimin GuZhenqiu XieXinbin Luo","2011","http://link.springer.com/article/10.1007/s00170-010-2863-4","Article"
"Scratch-concerned yield modeling for IC manufacturing involved with a chemical mechanical polishing process","Journal of Zhejiang University SCIENCE C","","13","5","10.1631/jzus.C1100242","Jiao-jiao ZhuXiao-hua LuoLi-sheng ChenYi YeXiao-lang Yan","2012","http://link.springer.com/article/10.1631/jzus.C1100242","Article"
"Ensembles of Neural Networks for Fault Diagnosis in Analog Circuits","Journal of Electronic Testing","","23","4","10.1007/s10836-006-0710-1","M. A. El-GamalM. D. A. Mohamed","2007","http://link.springer.com/article/10.1007/s10836-006-0710-1","Article"
"Parametric Fault Testing of Non-Linear Analog Circuits Based on Polynomial and V-Transform Coefficients","Journal of Electronic Testing","","28","5","10.1007/s10836-012-5326-z","Suraj SindiaVishwani D. AgrawalVirendra Singh","2012","http://link.springer.com/article/10.1007/s10836-012-5326-z","Article"
"Estimating the latent time of fault detection in finite automaton tested in real time","Automation and Remote Control","","69","10","10.1134/S000511790810010X","R. GootI. Levin","2008","http://link.springer.com/article/10.1134/S000511790810010X","Article"
"Monitoring of thread quality when tapping nodular cast iron with TiN-coated HSS cutting taps","The International Journal of Advanced Manufacturing Technology","","69","5 - 8","10.1007/s00170-013-5078-7","A. Gil Del ValJ. FernándezE. del CastilloM. ArizmendiF. Veiga","2013","http://link.springer.com/article/10.1007/s00170-013-5078-7","Article"
"Interactive Content-aware Video Streaming System with Fine Granularity Scalability","Journal of VLSI signal processing systems for signal, image and video technology","","44","1 - 2","10.1007/s11265-006-7511-8","Yung-Chi ChangChih-Wei HsuWei-Min ChaoLiang-Gee Chen","2006","http://link.springer.com/article/10.1007/s11265-006-7511-8","Article"
"Structural Test Approach for Embedded Analog Circuits Based on a Built-in Current Sensor","Journal of Electronic Testing","","27","2","10.1007/s10836-011-5214-y","Román MozuelosYolanda LechugaMar MartínezSalvador Bracho","2011","http://link.springer.com/article/10.1007/s10836-011-5214-y","Article"
"A Reservation Optimised Advance Resource Reservation Scheme for Deploying RSVP in Mobile Environments","Wireless Personal Communications","","54","2","10.1007/s11277-009-9724-1","Hao WangDavid I. LaurensonJane Hillston","2010","http://link.springer.com/article/10.1007/s11277-009-9724-1","Article"
"Using Network Fault Predictions to Enable IP Traffic Management","Journal of Network and Systems Management","","9","3","10.1023/A:1011381512107","M. ThottanC. Ji","2001","http://link.springer.com/article/10.1023/A%3A1011381512107","Article"
"Concept of Operations for Personal Remote Sensing Unmanned Aerial Systems","Journal of Intelligent & Robotic Systems","","69","1 - 4","10.1007/s10846-012-9710-9","Brandon StarkCalvin CoopmansYangQuan Chen","2013","http://link.springer.com/article/10.1007/s10846-012-9710-9","Article"
"Modeling quality control data using Weibull distributions in the presence of a change point","The International Journal of Advanced Manufacturing Technology","","66","9 - 12","10.1007/s00170-012-4444-1","Jorge Alberto AchcarClaudio Luis PiratelliRoberto Molina de Souza","2013","http://link.springer.com/article/10.1007/s00170-012-4444-1","Article"
"Quality of service provision in mobile multimedia - a survey","Human-centric Computing and Information Sciences","","1","1","10.1186/2192-1962-1-5","Hongli LuoMei-Ling Shyu","2011","http://link.springer.com/article/10.1186/2192-1962-1-5","Article"
"On the analysis and design of software for reinforcement learning, with a survey of existing systems","Machine Learning","","84","1 - 2","10.1007/s10994-011-5237-8","Tim KovacsRobert Egginton","2011","http://link.springer.com/article/10.1007/s10994-011-5237-8","Article"
"Secur(e/ity) Management: A Continuing Uphill Climb","Journal of Network and Systems Management","","15","4","10.1007/s10922-007-9079-4","John HalePaul Brusil","2007","http://link.springer.com/article/10.1007/s10922-007-9079-4","Article"
"Pinpointing side-channel information leaks in web applications","Journal of Cryptographic Engineering","","2","3","10.1007/s13389-012-0036-0","Luke MatherElisabeth Oswald","2012","http://link.springer.com/article/10.1007/s13389-012-0036-0","Article"
"Bayesian statistical model checking with application to Stateflow/Simulink verification","Formal Methods in System Design","","43","2","10.1007/s10703-013-0195-3","Paolo ZulianiAndré PlatzerEdmund M. Clarke","2013","http://link.springer.com/article/10.1007/s10703-013-0195-3","Article"
"Survey on Block Matching Motion Estimation Algorithms and Architectures with New Results","Journal of VLSI signal processing systems for signal, image and video technology","","42","3","10.1007/s11265-006-4190-4","Yu-Wen HuangChing-Yeh ChenChen-Han TsaiChun-Fu ShenLiang-Gee Chen","2006","http://link.springer.com/article/10.1007/s11265-006-4190-4","Article"
"Online qualitative nugget classification by using a linear vector quantization neural network for resistance spot welding","The International Journal of Advanced Manufacturing Technology","","36","3 - 4","10.1007/s00170-006-0835-5","Mahmoud El-BannaDimitar FilevRatna Babu Chinnam","2008","http://link.springer.com/article/10.1007/s00170-006-0835-5","Article"
"TrustSets: using trust to detect deceitful agents in a distributed information collecting system","Journal of Ambient Intelligence and Humanized Computing","","3","4","10.1007/s12652-012-0140-0","Quang-Anh Nguyen VuRichard CanalBenoit GaudouSalima HassasFrédéric Armetta","2012","http://link.springer.com/article/10.1007/s12652-012-0140-0","Article"
"Cross-Layer Design for QoS in Wireless Mesh Networks","Wireless Personal Communications","","51","3","10.1007/s11277-009-9756-6","Chi Harold LiuAthanasios GkeliasYun HouKin K. Leung","2009","http://link.springer.com/article/10.1007/s11277-009-9756-6","Article"
"QoS Control Strategies for High-Quality Video Processing","Real-Time Systems","","30","1 - 2","10.1007/s11241-005-0502-1","Clemens C. WüstLiesbeth SteffensWim F. J. VerhaeghReinder J. BrilChristian Hentschel","2005","http://link.springer.com/article/10.1007/s11241-005-0502-1","Article"
"A quantitative evaluation of a Network on Chip design flow for multi-core consumer multimedia applications","Design Automation for Embedded Systems","","15","2","10.1007/s10617-011-9073-7","Andreas HanssonKees Goossens","2011","http://link.springer.com/article/10.1007/s10617-011-9073-7","Article"
"Quality of service for voice over IP in networks with congestion avoidance","annals of telecommunications - annales des télécommunications","","64","3 - 4","10.1007/s12243-008-0054-1","Vitalio A. RegueraEvelio M. G. FernandezFelix A. PalizaWalter Godoy Jr.Eduardo P. Ribeiro","2009","http://link.springer.com/article/10.1007/s12243-008-0054-1","Article"
"Bootstrap approach for estimating process quality yield with application to light emitting diodes","The International Journal of Advanced Manufacturing Technology","","25","5 - 6","10.1007/s00170-003-1879-4","W.L. PearnY.C. ChangChien-Wei Wu","2005","http://link.springer.com/article/10.1007/s00170-003-1879-4","Article"
"2002 Annual Index","Journal of Electronic Testing","","18","6","10.1023/A:1020820328210","","2002","http://link.springer.com/article/10.1023/A%3A1020820328210","Article"
"Colour tonality inspection using eigenspace features","Machine Vision and Applications","","16","6","10.1007/s00138-005-0008-9","Xianghua XieMajid MirmehdiBarry Thomas","2006","http://link.springer.com/article/10.1007/s00138-005-0008-9","Article"
"T–S fuzzy model adopted SLAM algorithm with linear programming based data association for mobile robots","Soft Computing","","14","4","10.1007/s00500-009-0409-1","Chandima Dedduwa PathiranageKeigo WatanabeKiyotaka Izumi","2009","http://link.springer.com/article/10.1007/s00500-009-0409-1","Article"
"Multi-sensor system for detection and classification of human activities","Journal of Ambient Intelligence and Humanized Computing","","4","1","10.1007/s12652-011-0065-z","Roberto UgolottiFederico SassiMonica MordoniniStefano Cagnoni","2013","http://link.springer.com/article/10.1007/s12652-011-0065-z","Article"
"Real-time condition monitoring and fault diagnosis in switched reluctance motors with Kohonen neural network","Journal of Zhejiang University SCIENCE C","","14","12","10.1631/jzus.C1300085","Ali UysalRaif Bayir","2013","http://link.springer.com/article/10.1631/jzus.C1300085","Article"
"Defect Level and Fault Coverage in Coefficient Based Analog Circuit Testing","Journal of Electronic Testing","","28","4","10.1007/s10836-012-5305-4","Suraj SindiaVishwani D. AgrawalVirendra Singh","2012","http://link.springer.com/article/10.1007/s10836-012-5305-4","Article"
"Novel serpentine structure design method considering confidence level and estimation precision","Journal of Zhejiang University SCIENCE C","","14","3","10.1631/jzus.C1200297","Li-sheng ChenXiao-hua LuoJiao-jiao ZhuFan-chao JieXiao-lang Yan","2013","http://link.springer.com/article/10.1631/jzus.C1200297","Article"
"Scenario Selection and Prediction for DVS-Aware Scheduling of Multimedia Applications","Journal of Signal Processing Systems","","50","2","10.1007/s11265-007-0086-1","S. V. GheorghitaT. BastenH. Corporaal","2008","http://link.springer.com/article/10.1007/s11265-007-0086-1","Article"
"Identification of the change point: an overview","The International Journal of Advanced Manufacturing Technology","","64","9 - 12","10.1007/s00170-012-4131-2","Karim Atashgar","2013","http://link.springer.com/article/10.1007/s00170-012-4131-2","Article"
"A Safari Through the MPSoC Run-Time Management Jungle","Journal of Signal Processing Systems","","60","2","10.1007/s11265-008-0305-4","Vincent NolletDiederik VerkestHenk Corporaal","2010","http://link.springer.com/article/10.1007/s11265-008-0305-4","Article"
"Integrating high quality video streams with FTP traffic over a noisy high capacity wireless cellular channel","Wireless Personal Communications","","43","4","10.1007/s11277-007-9315-y","Polychronis Koutsakis","2007","http://link.springer.com/article/10.1007/s11277-007-9315-y","Article"
"Improving Robustness of Mobile Robots Using Model-based Reasoning","Journal of Intelligent and Robotic Systems","","48","1","10.1007/s10846-006-9102-0","Michael HofbaurJohannes KöbGerald SteinbauerFranz Wotawa","2007","http://link.springer.com/article/10.1007/s10846-006-9102-0","Article"
"On the effect of calibration in classifier combination","Applied Intelligence","","38","4","10.1007/s10489-012-0388-2","Antonio BellaCèsar FerriJosé Hernández-OralloMaría José Ramírez-Quintana","2013","http://link.springer.com/article/10.1007/s10489-012-0388-2","Article"
"Network-Adaptive Video Communication Using Packet Path Diversity and Rate-Distortion Optimized Reference Picture Selection","Journal of VLSI signal processing systems for signal, image and video technology","","41","3","10.1007/s11265-005-4157-x","Yi J. LiangEric SettonBernd Girod","2005","http://link.springer.com/article/10.1007/s11265-005-4157-x","Article"
"Enhancing IP cores specifications using hierarchical composition and set theory","Design Automation for Embedded Systems","","15","3 - 4","10.1007/s10617-011-9076-4","Cássio L. RodriguesKarina R. G. da SilvaHenrique N. CunhaJorge C. A. de FigueiredoDalton D. S. GuerreroElmar Melcher","2011","http://link.springer.com/article/10.1007/s10617-011-9076-4","Article"
