title$|$authors$|$year$|$citedCount$|$fulltext_url
Modeling the relationship between software effort and size using deming regression$|$Nikolaos Mittas,Makrina Viola Kosti,Vasiliki Argyropoulou,Lefteris Angelis$|$2010$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1868339
Do external feedback loops improve the design of self-adaptive systems?: a controlled experiment$|$Danny Weyns,M. Usman Iftikhar,Joakim Soderlund$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2663551
Measuring complexity, effectiveness and efficiency in software course projects$|$Wilson Padua$|$2010$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1806878
Customized awareness: recommending relevant external change events$|$Reid Holmes,Robert J. Walker$|$2010$|$21$|$http://dl.acm.org/ft_gateway.cfm?id=1806867
A link performance model for multi-user wireless fading channels$|$Xinhua Ling,Mehrdad Dianati,Jon W. Mark,Xuemin (Sherman) Shen$|$2006$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1185398
Classification of software behaviors for failure detection: a discriminative pattern mining approach$|$David Lo,Hong Cheng,Jiawei Han,Siau-Cheng Khoo,Chengnian Sun$|$2009$|$33$|$http://dl.acm.org/ft_gateway.cfm?id=1557083
CrowdAtlas: self-updating maps for cloud and personal use$|$Yin Wang,Xuemei Liu,Hong Wei,George Forman,Chao Chen,Yanmin Zhu$|$2013$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=2464441
Early timing estimation for system-level design using FPGAs (abstract only)$|$Hugo Andrade,Arkadeb Ghosal,Rhishikesh Limaye,Sadia Malik,Newton Petersen,Kaushik Ravindran,Trung Tran,Guoqiang Wang,Guang Yang$|$2012$|$0$|$
HazLog: tool support for hazard management$|$Christian Hamoy,David Hemer,Peter Lindsay$|$2004$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1082347
Distributed error confinement$|$Yossi Azar,Shay Kutten,Boaz Patt-Shamir$|$2003$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=872041
Automatic test data generation using particle systems$|$Paulo M. S. Bueno,W. Eric Wong,Mario Jino$|$2008$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1363871
Constrained types for object-oriented languages$|$Nathaniel Nystrom,Vijay Saraswat,Jens Palsberg,Christian Grothoff$|$2008$|$18$|$http://dl.acm.org/ft_gateway.cfm?id=1449800
EFTS 2007: the 2nd international workshop on engineering fault tolerant systems$|$Nicolas Guelfi,Henry Muccini,Patrizio Pelliccione,Alexander Romanovsky$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1295060
Maintainability prediction of object-oriented software system by multilayer perceptron model$|$Sanjay Kumar Dubey,Ajay Rana,Yajnaseni Dash$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2347703
Atom-Aid: Detecting and Surviving Atomicity Violations$|$Brandon Lucia,Joseph Devietti,Karin Strauss,Luis Ceze$|$2008$|$44$|$http://dl.acm.org/ft_gateway.cfm?id=1382145
Determining how much software assurance is enough?: a value-based approach$|$LiGuo Huang,Barry Boehm$|$2005$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=1083095
Leakage-aware energy synchronization for wireless sensor networks$|$Ting Zhu,Ziguo Zhong,Yu Gu,Tian He,Zhi-Li Zhang$|$2009$|$31$|$http://dl.acm.org/ft_gateway.cfm?id=1555849
Fault-tolerant transmission mechanism for IEEE 802.16e OFDMA systems$|$Jenhui Chen,Syao-Syuan Liu,Chih-Chieh Wang$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1535626
Early estimation of the size of VHDL projects$|$William Fornaciari,Fabio Salice,Daniele Paolo Scarpazza$|$2003$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=944699
A semantics for distributed Erlang$|$Koen Claessen,Hans Svensson$|$2005$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1088376
Finding application errors and security flaws using PQL: a program query language$|$Michael Martin,Benjamin Livshits,Monica S. Lam$|$2005$|$149$|$http://dl.acm.org/ft_gateway.cfm?id=1094840
AFIS data compression: an example of how domain specific compression algorithms can produce very high compression ratios$|$Givon Zirkind$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1317480
Ecological inference in empirical software engineering$|$Daryl Posnett,Vladimir Filkov,Premkumar Devanbu$|$2011$|$31$|$http://dl.acm.org/ft_gateway.cfm?id=2190191
Automated Tagging for the Retrieval of Software Resources in Grid and Cloud Infrastructures$|$Ioannis Katakis,George Pallis,Marios D. Dikaiakos,Onisiforos Onoufriou$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2310112
Fault-tolerant digital systems implemented with partially definite and partially correct automata$|$Nataliya Yakymets,Vyacheslav Kharchenko$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1316556
Pairwise feature-interaction testing for SPLs: potentials and limitations$|$Sebastian Oster,Marius Zink,Malte Lochau,Mark Grechanik$|$2011$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=2019143
CrowdAtlas: self-updating maps for cloud and personal use$|$Yin Wang,Xuemei Liu,Hong Wei,George Forman,Chao Chen,Yanmin Zhu$|$2013$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=2464441
User-driven quality evaluation of DBpedia$|$Amrapali Zaveri,Dimitris Kontokostas,Mohamed A. Sherif,Lorenz Buhmann,Mohamed Morsey,Soren Auer,Jens Lehmann$|$2013$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=2506195
Scientific rigour, an answer to a pragmatic question: a linguistic framework for software engineering$|$A. M. Haeberer,T. S. E. Maibaum$|$2001$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=381521
Measuring complexity, effectiveness and efficiency in software course projects$|$Wilson Padua$|$2010$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1806878
Conformance testing for cyber-physical systems$|$Matthias Woehrle,Kai Lampka,Lothar Thiele$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2362351
EVOSS: a tool for managing the evolution of free and open source software systems$|$Davide Di Ruscio,Patrizio Pelliccione,Alfonso Pierantonio$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2337433
Latent risks and dangers in the state of climate model software development$|$Shawn M. Freeman,Thomas L. Clune,Robert W. Burns$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1882386
Virtualized and flexible ECC for main memory$|$Doe Hyun Yoon,Mattan Erez$|$2010$|$30$|$http://dl.acm.org/ft_gateway.cfm?id=1736064
To upgrade or not to upgrade: impact of online upgrades across multiple administrative domains$|$Tudor Dumitras,Priya Narasimhan,Eli Tilevich$|$2010$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1869530
Experimental evaluation of distributed middleware with a virtualized Java environment$|$Nuno A. Carvalho,Joao Bordalo,Filipe Campos,Jose Pereira$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2093188
Determining how much software assurance is enough?: a value-based approach$|$LiGuo Huang,Barry Boehm$|$2005$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=1083095
A semantics for distributed Erlang$|$Koen Claessen,Hans Svensson$|$2005$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1088376
A pattern-based performance completion for Message-oriented Middleware$|$Jens Happe,Holger Friedrich,Steffen Becker,Ralf H. Reussner$|$2008$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1383581
An electric fence for kernel buffers$|$Nikolai Joukov,Aditya Kashyap,Gopalan Sivathanu,Erez Zadok$|$2005$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1103786
Introspection: A register transfer level technique for cocurrent error detection and diagnosis in data dominated designs$|$Ramesh Karri,Balakrishnan Iyer$|$2001$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=502179
Design of self-managing dependable systems with UML and fault tolerance patterns$|$Matthias Tichy,Daniela Schilling,Holger Giese$|$2004$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=1075426
Early timing estimation for system-level design using FPGAs (abstract only)$|$Hugo Andrade,Arkadeb Ghosal,Rhishikesh Limaye,Sadia Malik,Newton Petersen,Kaushik Ravindran,Trung Tran,Guoqiang Wang,Guang Yang$|$2012$|$0$|$
A value-based approach for understanding cost-benefit trade-offs during automated software traceability$|$Alexander Egyed,Stefan Biffl,Matthias Heindl,Paul Grunbacher$|$2005$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1107658
Atom-Aid: Detecting and Surviving Atomicity Violations$|$Brandon Lucia,Joseph Devietti,Karin Strauss,Luis Ceze$|$2008$|$44$|$http://dl.acm.org/ft_gateway.cfm?id=1382145
Finding errors in components that exchange xml data$|$Mark Grechanik$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1321671
A theoretical analysis of the risk evaluation formulas for spectrum-based fault localization$|$Xiaoyuan Xie,Tsong Yueh Chen,Fei-Ching Kuo,Baowen Xu$|$2013$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=2522924
Enhancing virtualized application performance through dynamic adaptive paging mode selection$|$Chang S. Bae,John R. Lange,Peter A. Dinda$|$2011$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1998639
Research in concurrent software testing: a systematic review$|$Simone R. S. Souza,Maria A. S. Brito,Rodolfo A. Silva,Paulo S. L. Souza,Ed Zaluska$|$2011$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2002964
HazLog: tool support for hazard management$|$Christian Hamoy,David Hemer,Peter Lindsay$|$2004$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1082347
Detection of high-level execution patterns in reactive behavior of control programs$|$Herbert Prahofer,Roland Schatz,Christian Wirth$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1868324
Instruction-level test methodology for CPU core self-testing$|$Saeed Shamshiri,Hadi Esmaeilzadeh,Zainalabdein Navabi$|$2005$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1109124
BADS '11: Proceedings of the 3rd workshop on Biologically inspired algorithms for distributed systems$|$$|$2011$|$$|$
Probabilistic calling context$|$Michael D. Bond,Kathryn S. McKinley$|$2007$|$45$|$http://dl.acm.org/ft_gateway.cfm?id=1297035
Reliability analysis in symbolic pathfinder$|$Antonio Filieri,Corina S. Pasareanu,Willem Visser$|$2013$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=2486870
Optimistic replication$|$Yasushi Saito,Marc Shapiro$|$2005$|$143$|$http://dl.acm.org/ft_gateway.cfm?id=1057980
TimeAware test suite prioritization$|$Kristen R. Walcott,Mary Lou Soffa,Gregory M. Kapfhammer,Robert S. Roos$|$2006$|$70$|$http://dl.acm.org/ft_gateway.cfm?id=1146240
Detecting increases in feature coupling using regression tests$|$Olivier Giroux,Martin P, Robillard$|$2006$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1181795
A Workflow-Based Non-intrusive Approach for Enhancing the Survivability of Critical Infrastructures in Cyber Environment$|$Kun Xiao,Nianen Chen,Shangping Ren,Limin Shen,Xianhe Sun,Kevin Kwiat,Michael Macalik$|$2007$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1269064
DARC: design and evaluation of an I/O controller for data protection$|$Markos Fountoulakis,Manolis Marazakis,Michail D. Flouris,Angelos Bilas$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1815721
Formal concept analysis applied to fault localization$|$Peggy Cellier$|$2008$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1370220
Automatic measurement of quality metrics for colonoscopy videos$|$Sae Hwang,JungHwan Oh,JeongKyu Lee,Yu Cao,Wallapak Tavanapong,Danyu Liu,Johnny Wong,Piet C. de Groen$|$2005$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=1101343
Predictive fault tolerance in multiagent systems: a plan-based replication approach$|$Alessandro de Luna Almeida,Samir Aknine,Jean-Pierre Briot,Jacques Malenfant$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1329295
Experimental evaluation of distributed middleware with a virtualized Java environment$|$Nuno A. Carvalho,Joao Bordalo,Filipe Campos,Jose Pereira$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2093188
Deriving operation contracts from UML class diagrams$|$Jordi Cabot,Cristina Gomez$|$2007$|$3$|$
Optimizing dynamic performance scaling for user interface performance$|$Kari Kolehmainen,Mika Hongisto,Teemu Kanstren$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1506292
Improved device driver reliability through hardware verification reuse$|$Leonid Ryzhyk,John Keys,Balachandra Mirla,Arun Raghunath,Mona Vij,Gernot Heiser$|$2011$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1950383
Research in concurrent software testing: a systematic review$|$Simone R. S. Souza,Maria A. S. Brito,Rodolfo A. Silva,Paulo S. L. Souza,Ed Zaluska$|$2011$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2002964
Software vulnerabilities precluded by spark$|$Joyce L. Tokar PhD,F. David Jones,Paul E. Black PhD,Chris E. Dupilka$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2070356
Generative metaprogramming$|$Salvador Trujillo,Maider Azanza,Oscar Diaz$|$2007$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1289990
Proactive reconfiguration of wireless sensor networks$|$Marcel Steine,Cuong Viet Ngo,Ramon Serna Oliver,Marc Geilen,Twan Basten,Gerhard Fohler,Jean-Dominique Decotignie$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2068907
SEAMS '06: Proceedings of the 2006 international workshop on Self-adaptation and self-managing systems$|$$|$2006$|$$|$
Experiences in assessing product family software architecture for evolution$|$Alessandro Maccari$|$2002$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=581414
Finding errors in components that exchange xml data$|$Mark Grechanik$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1321671
EVOSS: a tool for managing the evolution of free and open source software systems$|$Davide Di Ruscio,Patrizio Pelliccione,Alfonso Pierantonio$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2337433
Cost-efficient soft error protection for embedded microprocessors$|$Jason A. Blome,Shantanu Gupta,Shuguang Feng,Scott Mahlke$|$2006$|$18$|$http://dl.acm.org/ft_gateway.cfm?id=1176811
A dynamic test compaction procedure for high-quality path delay testing$|$Masayasu Fukunaga,Seiji Kajihara,Xiaoqing Wen,Toshiyuki Maeda,Shuji Hamada,Yasuo Sato$|$2006$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1118388
Achieving scalable model-based testing through test case diversity$|$Hadi Hemmati,Andrea Arcuri,Lionel Briand$|$2013$|$16$|$http://dl.acm.org/ft_gateway.cfm?id=2430540
Quality assessment of multiobjective optimisation algorithms in component deployment$|$Aldeida Aleti$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1595799
A new SBST algorithm for testing the register file of VLIW processors$|$Davide Sabena,Matteo Sonza Reorda,Luca Sterpone$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2492812
Self-adaptive and sensitivity-aware QoS modeling for the cloud$|$Tao Chen,Rami Bahsoon$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2663556
TypeChef: toward type checking #ifdef variability in C$|$Andy Kenner,Christian Kastner,Steffen Haase,Thomas Leich$|$2010$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1868693
Osprey: a practical type system for validating dimensional unit correctness of C programs$|$Lingxiao Jiang,Zhendong Su$|$2006$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=1134323
Performance tuning and analysis of future vector processors based on the roofline model$|$Yoshiei Sato,Ryuichi Nagaoka,Akihiro Musa,Ryusuke Egawa,Hiroyuki Takizawa,Koki Okabe,Hiroaki Kobayashi$|$2009$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1621962
An electric fence for kernel buffers$|$Nikolai Joukov,Aditya Kashyap,Gopalan Sivathanu,Erez Zadok$|$2005$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1103786
Retrieving similar code fragments based on identifier similarity for defect detection$|$Norihiro Yoshida,Takashi Ishio,Makoto Matsushita,Katsuro Inoue$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1390830
Finding application errors and security flaws using PQL: a program query language$|$Michael Martin,Benjamin Livshits,Monica S. Lam$|$2005$|$149$|$http://dl.acm.org/ft_gateway.cfm?id=1094840
Proactive reconfiguration of wireless sensor networks$|$Marcel Steine,Cuong Viet Ngo,Ramon Serna Oliver,Marc Geilen,Twan Basten,Gerhard Fohler,Jean-Dominique Decotignie$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2068907
Quality of service shared cache management in chip multiprocessor architecture$|$Fei Guo,Yan Solihin,Li Zhao,Ravishankar Iyer$|$2010$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1880039
Research in concurrent software testing: a systematic review$|$Simone R. S. Souza,Maria A. S. Brito,Rodolfo A. Silva,Paulo S. L. Souza,Ed Zaluska$|$2011$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2002964
Experiences in assessing product family software architecture for evolution$|$Alessandro Maccari$|$2002$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=581414
Bounding the effect of noise in multiobjective learning classifier systems$|$Xavier Llora,David E. Goldberg$|$2003$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=946007
QoS-aware fully decentralized service assembly$|$Vincenzo Grassi,Moreno Marzolla,Raffaela Mirandola$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2663557
IFRit: interference-free regions for dynamic data-race detection$|$Laura Effinger-Dean,Brandon Lucia,Luis Ceze,Dan Grossman,Hans-J. Boehm$|$2012$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=2384650
Sensor fusion for remote health assessment of first responders$|$Tejaswi Tamminedi,Guy Yosiphon,Lei Zhang,Anurag Ganguli$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1921120
Early estimation of the size of VHDL projects$|$William Fornaciari,Fabio Salice,Daniele Paolo Scarpazza$|$2003$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=944699
The predictive user mobility profile framework for wireless multimedia networks$|$Ian F. Akyildiz,Wenye Wang$|$2004$|$45$|$http://dl.acm.org/ft_gateway.cfm?id=1046019
Engineering and verifying requirements for programmable self-assembling nanomachines$|$Robyn Lutz,Jack Lutz,James Lathrop,Titus Klinge,Eric Henderson,Divita Mathur,Dalia Abo Sheasha$|$2012$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2337418
A pull-based e-mail architecture$|$Edson Kageyama,Carlos Maziero,Altair Santin$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1363802
Testing software modelling tools using data mutation$|$Lijun Shan,Hong Zhu$|$2006$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1138938
Software behaviour correlation in a redundant and diverse environment using the concept of trace abstraction$|$Abdelwahab Hamou-Lhadj,Syed Shariyar Murtaza,Waseem Fadel,Ali Mehrabian,Mario Couture,Raphael Khoury$|$2013$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2513305
A measurement study regarding quality of service and its impact on multiplayer online games$|$Michael Bredel,Markus Fidler$|$2010$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1944797
Formal analysis of safety-critical system simulations$|$Ayesha Yasmeen,Karen M. Feigh,Gabriel Gelman,Elsa L. Gunter$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2325686
Passive mid-stream monitoring of real-time properties$|$Lalita Jategaonkar Jagadeesan,Ramesh Viswanathan$|$2005$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1086291
An electric fence for kernel buffers$|$Nikolai Joukov,Aditya Kashyap,Gopalan Sivathanu,Erez Zadok$|$2005$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1103786
